"","R15-002","R15-006","R15-007","R15-008","R15-009","R15-010(1)","R15-010(2)","R16-003-03","R16-004-01(1)","R16-005-01","R16-006-01","R17-001-02","R17-002-01","R17-002-02","R17-002-03","R17-003-01","R17-004-01","R17-004-03","R17-005-01","R17-007-03","R17-008-02","R18-002-01(1)","R18-002-01(2)","R18-003-02","R18-003-03","R18-004-02","R18-004-03","R18-005-03","R18-006-01","R18-006-03","R18-007-02","R18-007-03","R18-008-01","R18-009-02(1)","R18-009-02(2)","R18-010-01","R18-010-02","R18-010-03","R18-013-01","R18-014-01","R18-015-01","R18-017-01","R18-018-02","R18-019-01","R18-019-02(1)","R18-019-02(2)","R18-020-01","R18-022-03","R18-023-03","R18-024-01","R18-024-02","R18-027-03","R20-002","R20-003","R20-027","R20-027(S)","R20-047","Stem_Canker_2"
"R18-007-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.899404761904762,0.913233458177278,0.892438070404172,0.897757255936675,0.898263027295285,0.912426035502959,0.890995260663507,0.897076023391813,0.903205128205128,0.912290502793296,0.903048780487805,0.913559322033898,0.896570796460177,0.897744360902256,0.913129973474801,0.908015768725361,0.891735537190083,0.901472253680634,0.898910411622276,0.899753997539975,0.903547671840355,0.814304461942257,0.820193637621023,0.808064516129032,0.777934936350778,0.833932853717026,0.837677725118483
"R18-007-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.921794871794872,0.884303112313938,0.903508771929825,0.895915678524374,0.894604767879548,0.908808933002481,0.903916768665851,0.909933774834437,0.923349056603774,0.878096479791395,0.919833729216152,0.909730363423212,0.882763975155279,0.896316507503411,0.915540540540541,0.890862944162436,0.887767220902613,0.911471321695761,0.902313624678663,0.915981198589894,0.822128851540616,0.816765578635015,0.811418685121107,0.787650602409639,0.819745222929936,0.835227272727273
"R18-008-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.890647482014388,0.901398601398601,0.901464713715047,0.901307189542484,0.911424903722721,0.918663303909206,0.908536585365854,0.928396572827417,0.884105960264901,0.93403205918619,0.898170731707317,0.886762360446571,0.912482065997131,0.921199442119944,0.882402707275804,0.892725030826141,0.916124837451235,0.897786458333333,0.919315403422983,0.815328467153285,0.80625,0.80074487895717,0.7832,0.826231691078562,0.837056504599212
"R18-009-02(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882142857142857,0.903713892709766,0.913678618857902,0.88492597577389,0.882037533512064,0.891273247496423,0.879198966408269,0.884510869565217,0.897001303780965,0.894501278772379,0.906050955414013,0.895953757225434,0.88,0.86115992970123,0.910273081924577,0.888888888888889,0.925207756232687,0.894871794871795,0.841114457831325,0.83596214511041,0.81651376146789,0.798187808896211,0.864137931034483,0.864993215739484
"R18-009-02(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.892703862660944,0.893243243243243,0.901360544217687,0.899064171122995,0.909154929577465,0.897402597402597,0.87887323943662,0.907601572739187,0.899484536082474,0.876413570274637,0.898561151079137,0.915565345080764,0.875441696113074,0.893280632411067,0.893674293405114,0.896358543417367,0.898578811369509,0.816310975609756,0.824149108589951,0.837686567164179,0.803986710963455,0.828671328671329,0.845994475138122
"R18-010-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.911802030456853,0.902671755725191,0.887820512820513,0.886519944979367,0.890184049079755,0.900900900900901,0.892009987515605,0.92041312272175,0.90260736196319,0.904347826086957,0.897382920110193,0.852331606217617,0.913793103448276,0.88135593220339,0.926829268292683,0.921437271619976,0.846098265895954,0.841945288753799,0.836080586080586,0.803317535545024,0.863636363636364,0.872077922077922
"R18-010-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.882640586797066,0.89051094890511,0.89894319682959,0.90279394644936,0.894836272040302,0.893617021276596,0.918778801843318,0.916036308623298,0.900815217391304,0.89622641509434,0.872231686541738,0.905516431924883,0.881481481481482,0.920724094881398,0.91743648960739,0.83948087431694,0.838362068965517,0.818181818181818,0.792284866468843,0.860349127182045,0.860049321824908
"R18-010-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.896758703481393,0.9053876478318,0.899538106235566,0.883125,0.908401400233372,0.912943871706758,0.88302752293578,0.896005509641873,0.891766268260292,0.879568106312292,0.897435897435897,0.898022249690977,0.901477832512315,0.903559127439724,0.826057298772169,0.823232323232323,0.808080808080808,0.797636632200886,0.838107098381071,0.842980295566502
"R18-013-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.911458333333333,0.902272727272727,0.880149812734082,0.915614236509759,0.913734392735528,0.88366718027735,0.900136798905609,0.906291834002677,0.897858319604613,0.902325581395349,0.908212560386473,0.882057716436637,0.911464245175936,0.809041835357625,0.811874105865522,0.8,0.777292576419214,0.829028290282903,0.837393422655298
"R18-014-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917929292929293,0.87940379403794,0.92175572519084,0.908690176322418,0.883440514469453,0.912371134020619,0.90014164305949,0.898637137989779,0.886246786632391,0.908912188728702,0.895582329317269,0.908060453400504,0.807807807807808,0.813001605136437,0.799056603773585,0.790032679738562,0.826474622770919,0.831978319783198
"R18-015-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.886418269230769,0.922489082969432,0.907089151450054,0.88821752265861,0.904199475065617,0.907911802853437,0.889983579638752,0.899117971334068,0.911901983663944,0.896158463385354,0.910848549946294,0.824683544303797,0.813502673796791,0.802795031055901,0.79399727148704,0.836426914153132,0.844252873563218
"R18-017-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891463414634146,0.889880952380952,0.897081413210445,0.884670487106017,0.895095367847411,0.85016835016835,0.907496977025393,0.879001280409731,0.891001267427123,0.905131264916468,0.808180535966149,0.807407407407407,0.786842105263158,0.776676829268293,0.834620334620335,0.840304182509506
"R18-018-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.913398692810457,0.891502276176024,0.913907284768212,0.919736842105263,0.894563426688633,0.911633109619687,0.911729857819905,0.903284671532847,0.918845315904139,0.814432989690722,0.818367346938776,0.804075235109718,0.781466113416321,0.840212264150943,0.84830805134189
"R18-019-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.900597907324365,0.902470741222367,0.892535392535392,0.880327868852459,0.910480349344978,0.895565927654609,0.910225921521998,0.929637526652452,0.845238095238095,0.837516512549538,0.821592649310873,0.799865229110512,0.86264367816092,0.86518771331058
"R18-019-02(1)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893322475570033,0.891826923076923,0.857558139534884,0.903614457831325,0.887045813586098,0.902173913043478,0.907046476761619,0.832749562171629,0.840073529411765,0.810840707964602,0.804642166344294,0.860708534621578,0.860979462875197
"R18-019-02(2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.905325443786982,0.881981981981982,0.916223404255319,0.903556771545828,0.89662447257384,0.91264667535854,0.825493171471927,0.82794830371567,0.819047619047619,0.795230263157895,0.846590909090909,0.851671309192201
"R18-020-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895979020979021,0.903289473684211,0.901084010840108,0.899188092016238,0.918709677419355,0.818111455108359,0.819805194805195,0.801724137931034,0.777871621621622,0.833333333333333,0.848189415041783
"R18-022-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.876026272577997,0.8925,0.864548494983278,0.888524590163934,0.798,0.794759825327511,0.79002624671916,0.77032967032967,0.809742647058823,0.814981949458484
"R18-023-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.890214797136038,0.913173652694611,0.921225382932166,0.838064516129032,0.834688346883469,0.814285714285714,0.803894297635605,0.864817001180638,0.864485981308411
"R18-024-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885496183206107,0.9049008168028,0.813969571230982,0.809838472834068,0.800341296928328,0.778189910979229,0.824307304785894,0.829177057356609
"R18-024-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912991656734207,0.84045584045584,0.826836581709145,0.80550621669627,0.802469135802469,0.857235142118863,0.862420382165605
"R18-027-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.836683417085427,0.834437086092715,0.827956989247312,0.80472972972973,0.852534562211982,0.858608893956671
"R20-002",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.891089108910891,0.887301587301587,0.862445414847162,0.903184713375796,0.90485312899106
"R20-003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.885416666666667,0.888467374810319,0.894243641231593,0.890520694259012
"R20-027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.888157894736842,0.884615384615385,0.882716049382716
"R20-027(S)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.869806094182826,0.873461012311902
"R20-047",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.917253521126761
"Stem_Canker_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
